Period,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
2023-07-20,N1,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,More
2023-07-20,N1,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N1,Male,Millennials,Unemployed,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N1,Male,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2023-07-20,N1,Male,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N1,Female,Millennials,Unemployed,Low Income,More,Same,More,Same,Same,Same,Less,Same,More,Same,Less,More,Same
2023-07-20,N1,Female,Millennials,Salaried employee,Middle Income,More,Same,Same,More,Same,Don't know/Don't buy,More,Same,Same,Less,Same,Same,Less
2023-07-20,N1,Female,Millennials,Unemployed,Low Income,Same,Less,Same,More,Less,Same,More,Same,More,Same,More,Same,More
2023-07-20,N1,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Less,Same,More,Same,Less,Less,Same
2023-07-20,N1,Female,Gen Z,Unemployed,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N1,Female,Gen Z,Business owner,Low Income,Less,Same,Same,Less,Same,Same,Less,Same,Less,Same,Less,Same,Less
2023-07-20,N1,Male,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N1,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N1,Female,Millennials,Unemployed,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N1,Male,Gen Z,Salaried employee,Low Income,Same,Same,Less,Same,Less,Same,Same,Less,Same,Less,Less,Same,Less
2023-07-20,N1,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N10,Female,Millennials,Business owner,Middle Income,Same,Less,Less,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less,Less,More
2023-07-20,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Less,Same
2023-07-20,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Don't know/Don't buy,Same,Less,Less,Less,Less,Less,Same
2023-07-20,N10,Male,Millennials,Self employed/Contractor,Middle Income,Same,Less,Less,Same,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Less,Same,Less,More
2023-07-20,N10,Male,Millennials,Salaried employee,Middle Income,More,Same,Less,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less,Less,Same
2023-07-20,N10,Male,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less,Less,Same
2023-07-20,N10,Male,Gen Z,Self employed/Contractor,Middle Income,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Less,Same,Less,Same
2023-07-20,N10,Female,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less,Less,Same
2023-07-20,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Same,Same,Less,Same
2023-07-20,N10,Male,Gen Z,Salaried employee,Middle Income,Same,Same,Don't know/Don't buy,Same,Less,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Less,Same
2023-07-20,N11,Male,Millennials,Self employed/Contractor,High Income,Same,Same,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same
2023-07-20,N11,Male,Millennials,Self employed/Contractor,High Income,Same,Same,Same,Same,Less,Less,Same,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same
2023-07-20,N11,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Less,Less,Same,Less,Same,More,Don't know/Don't buy,Same,More
2023-07-20,N11,Female,Millennials,Business owner,Middle Income,Same,Same,More,Same,Less,Don't know/Don't buy,Same,Less,Less,Less,Less,Less,Same
2023-07-20,N11,Female,Gen Z,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Same,Less,Same,Less,Less,Less,Less,Less,Less
2023-07-20,N11,Male,Gen Z,Salaried employee,Middle Income,Same,Same,Same,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Same,Same
2023-07-20,N11,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,More,Same,Same,Less,Same,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Same,Same
2023-07-20,N11,Female,Millennials,Salaried employee,Low Income,Same,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Less,Same,Same,Same
2023-07-20,N11,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,More,Less,Same,Don't know/Don't buy,Same,Same,Same,Same,Same
2023-07-20,N11,Male,Millennials,Salaried employee,High Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Same,Same,Same,Same,Same
2023-07-20,N11,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Less,Don't know/Don't buy,Less,Less,Same,Less,Less,Less,Same
2023-07-20,N11,Female,Millennials,Student,Middle Income,More,Same,More,More,More,Don't know/Don't buy,Less,Less,Less,Don't know/Don't buy,Same,Same,More
2023-07-20,N11,Female,Millennials,Salaried employee,High Income,Same,Same,More,More,Same,Don't know/Don't buy,Same,Same,Same,Same,Less,Same,Same
2023-07-20,N11,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N11,Male,Gen Z,Salaried employee,Low Income,Same,Less,Same,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Less,Same
2023-07-20,N12,Female,Gen X,Business owner,High Income,More,More,Same,More,Less,Same,Less,Less,Less,Same,Less,Same,More
2023-07-20,N12,Male,Millennials,Salaried employee,Middle Income,More,More,Less,Same,Less,Less,Less,Less,Less,Same,Less,Same,More
2023-07-20,N12,Female,Millennials,Salaried employee,High Income,Same,Same,Same,More,Same,More,More,More,More,Same,More,Same,Same
2023-07-20,N12,Female,Millennials,Salaried employee,Middle Income,More,Same,Less,Same,Less,Less,Less,Less,Less,Less,Less,Same,More
2023-07-20,N12,Male,Gen Z,Student,Middle Income,Same,Same,Less,Same,Less,More,Less,Less,More,Less,Same,Less,Same
2023-07-20,N12,Male,Millennials,Self employed/Contractor,Low Income,Same,Less,Less,More,Less,Don't know/Don't buy,Less,Less,Less,Less,Same,Less,Same
2023-07-20,N12,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Less,Less,Less,Less,Less,Less,Same,More
2023-07-20,N12,Male,Millennials,Business owner,Middle Income,Same,Less,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Less,Same,Same,Less,Same
2023-07-20,N12,Female,Gen X,Business owner,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N12,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Less,Same,Same
2023-07-20,N12,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Same,Same,Same
2023-07-20,N12,Male,Gen Z,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N12,Male,Gen Z,Salaried employee,Middle Income,More,More,Same,Same,Less,Less,Less,Less,Same,Less,Less,Same,More
2023-07-20,N12,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,More,Less,More,More,Less,Same,More,Same,More
2023-07-20,N12,Female,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Same,More,Same,Same,Same,Same,More,More,More
2023-07-20,N13,Male,Gen Z,Student,Middle Income,Same,Less,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Female,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Less,Same,Same,Less,Less,Same,Less,Same
2023-07-20,N13,Male,Gen Z,Unemployed,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Female,Gen X,Salaried employee,Middle Income,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Female,Millennials,Salaried employee,Middle Income,Same,Less,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Less,Less,Don't know/Don't buy,Less,Less,Same,Less,Less
2023-07-20,N13,Male,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Same
2023-07-20,N13,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Less,Same,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Female,Gen Z,Student,Middle Income,Same,Less,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Male,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Female,Gen Z,Student,Middle Income,Same,Less,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Male,Gen Z,Salaried employee,Middle Income,Same,Less,Less,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Male,Millennials,Salaried employee,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Male,Gen Z,Student,Middle Income,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N13,Male,Gen Z,Student,Middle Income,Less,Less,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2023-07-20,N14,Male,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less
2023-07-20,N14,Male,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same
2023-07-20,N14,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,More,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2023-07-20,N14,Female,Gen Z,Student,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Less,Less,Less
2023-07-20,N14,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2023-07-20,N14,Male,Millennials,Salaried employee,Low Income,Less,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less
2023-07-20,N14,Female,Baby Boomers,Unemployed,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Less,Same,Same,Same
2023-07-20,N14,Male,Millennials,Salaried employee,Low Income,Same,Same,More,More,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2023-07-20,N14,Female,Millennials,Unemployed,Low Income,Less,Less,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Don't know/Don't buy,Less,Same,Less
2023-07-20,N14,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,Less
2023-07-20,N14,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,More,More,Less,Less,Same,Same,Less,Don't know/Don't buy,Same,Same,Same
2023-07-20,N14,Female,Gen X,Salaried employee,Low Income,Same,More,Same,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same
2023-07-20,N14,Male,Gen X,Unemployed,Middle Income,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2023-07-20,N14,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Don't know/Don't buy,Less,Same,Less,Don't know/Don't buy,Less,Same
2023-07-20,N14,Female,Gen X,Stay-at-home mom or dad,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Less,Don't know/Don't buy,Less,Less,Less
2023-07-20,N16,Female,Millennials,Unemployed,Middle Income,Same,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,Less,Same,Same,Same
2023-07-20,N16,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Less,Same,Same,Less,Don't know/Don't buy,Less,Less,More
2023-07-20,N16,Female,Millennials,Salaried employee,Middle Income,More,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,More,More,Same,Same,More
2023-07-20,N16,Male,Millennials,Business owner,Middle Income,Same,Same,More,More,Less,Don't know/Don't buy,Same,Less,Less,Less,Same,Less,Same
2023-07-20,N16,Female,Millennials,Business owner,Low Income,Same,More,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,Don't know/Don't buy,Same,Less,More
2023-07-20,N16,Female,Millennials,Business owner,Middle Income,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Don't know/Don't buy,Same,Less,Same
2023-07-20,N16,Male,Gen X,Salaried employee,Middle Income,More,Same,More,Less,Less,Less,Less,Less,Less,Less,Less,More,More
2023-07-20,N16,Male,Gen X,Unemployed,Middle Income,Same,More,More,More,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same,More
2023-07-20,N16,Male,Gen X,Self employed/Contractor,Middle Income,Same,More,More,Same,Less,Same,Less,Less,Same,Less,Same,More,More
2023-07-20,N16,Male,Gen Z,Student,Low Income,Don't know/Don't buy,Same,Don't know/Don't buy,More,Don't know/Don't buy,Don't know/Don't buy,Same,Same,More,Less,Same,Same,More
2023-07-20,N16,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Less,Same,Less,Don't know/Don't buy,Same,Same,Same,Less,Same,More,More
2023-07-20,N16,Female,Gen Z,Unemployed,Low Income,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Less,Less,Same,Same,More
2023-07-20,N16,Female,Millennials,Salaried employee,Low Income,Same,Same,More,More,Less,Less,Same,Same,Same,Don't know/Don't buy,Less,Same,More
2023-07-20,N16,Female,Gen Z,Salaried employee,Low Income,Same,Same,Less,Less,Same,Less,Same,Same,More,Don't know/Don't buy,Same,Less,More
2023-07-20,N16,Female,Gen Z,Salaried employee,Low Income,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Same,More,Don't know/Don't buy,Less,Same,More
2023-07-20,N17,Female,Millennials,Salaried employee,High Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Same,Same,Same,More
2023-07-20,N17,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,More,Don't know/Don't buy,Same,Same,Same,Same,Less,Less,More
2023-07-20,N17,Male,Gen X,Salaried employee,High Income,Same,Same,Same,Less,Same,More,Same,Don't know/Don't buy,Same,Same,Same,Same,Same
2023-07-20,N17,Male,Millennials,Self employed/Contractor,High Income,Same,Same,Same,More,Same,Don't know/Don't buy,Same,More,Same,More,Same,Same,More
2023-07-20,N17,Male,Gen Z,Student,Middle Income,Less,Same,Same,Less,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,More
2023-07-20,N17,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Same,Same,Same,Same
2023-07-20,N17,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Less,Same,Same,Less,Less,Same,Less,Same
2023-07-20,N17,Female,Baby Boomers,Unemployed,High Income,Same,Same,Same,Same,More,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N17,Male,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N17,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Less,Same,Same,Less,Same,More,More
2023-07-20,N17,Male,Millennials,Business owner,Low Income,Less,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Less,Less,Don't know/Don't buy,Same,Same
2023-07-20,N17,Female,Millennials,Business owner,Middle Income,Same,Same,Same,Less,Same,Same,Less,Same,Same,Same,Don't know/Don't buy,Same,Same
2023-07-20,N17,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Less,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N17,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Less,Less,Same,Same,Same,Less,Less,Same,Same
2023-07-20,N17,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Don't know/Don't buy,Less,Same,Don't know/Don't buy,Same,Same
2023-07-20,N18,Female,Gen Z,Business owner,Middle Income,Less,Same,Less,Less,Same,Same,Same,Less,Less,Same,More,Same,Same
2023-07-20,N18,Female,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Don't know/Don't buy,Less,Same,Less,Same
2023-07-20,N18,Male,Gen Z,Self employed/Contractor,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N18,Male,Gen Z,Student,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N18,Male,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N18,Male,Gen Z,Stay-at-home mom or dad,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less
2023-07-20,N18,Male,Gen Z,Business owner,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N18,Female,Gen Z,Salaried employee,Low Income,Same,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Less,Less,Less,Less
2023-07-20,N18,Female,Millennials,Unemployed,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Less,Less,Less
2023-07-20,N18,Male,Gen X,Self employed/Contractor,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2023-07-20,N18,Male,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N18,Female,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Same,Same,Same,Same,Same,Same,Same,Same,Same
2023-07-20,N18,Female,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Less,Same,More,More,Same,Same,More,More
2023-07-20,N18,Female,Millennials,Business owner,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less,Less
